college,price
Idaho State University,11440.00
University of Central Missouri,11440.00
University of Minnesota-Crookston,11422.00
Beth Hatalmud Rabbinical College,11419.00
Manhattan Area Technical College,11410.00
California State University-Channel Islands,11409.00
Montana State University-Northern,11407.00
Virginia State University,11401.00
National University College-Rio Grande,11396.00
Pine Technical College,11386.00
Interactive College of Technology-Newport,11373.00
Talmudical Academy-New Jersey,11357.00
Saint Cloud State University,11344.00
University of California-Riverside,11340.00
Massachusetts College of Liberal Arts,11338.00
Le Moyne-Owen College,11338.00
Angelo State University,11331.00
South Florida Bible College and Theological Seminary,11315.00
Tennessee Technological University,11308.00
Baker College of Allen Park,11295.00
Columbia College,11283.00
Monroe College-New Rochelle,11278.00
California State University-Chico,11276.00
Wiley College,11273.00
Heritage University,11272.00
Colorado Heights University,11268.00
Concord University,11252.00
University of Maine at Fort Kent,11225.00
Northern State University,11224.00
Bryn Athyn College of the New Church,11222.00
Mayville State University,11213.00
Kent State University at Trumbull,11211.00
Chesapeake College,11193.00
Madison Area Technical College,11168.00
University of Montevallo,11163.00
San Jose City College,11163.00
University of Wisconsin-Eau Claire,11157.00
South Central College,11152.00
Humboldt State University,11149.00
Greenfield Community College,11147.00
Lake Superior State University,11142.00
University of Wisconsin-Parkside,11136.00
Massachusetts Bay Community College,11130.00
Marion Military Institute,11127.00
Merritt College,11122.00
Frostburg State University,11114.00
El Camino Community College District,11113.00
Stony Brook University,11107.00
Napa Valley College,11087.00
Baker College of Auburn Hills,11082.00
Western Kentucky University,11077.00
Bowie State University,11075.00
Jacksonville State University,11075.00
New College of Florida,11069.00
William Paterson University of New Jersey,11055.00
Anne Arundel Community College,11044.00
Latter-day Saints Business College,11043.00
Florida Gulf Coast University,11029.00
University of North Carolina at Chapel Hill,11028.00
Saginaw Valley State University,11027.00
Medvance Institute-Miami,11027.00
Interactive College of Technology-Morrow,11026.00
Nashua Community College,11024.00
Miami University-Middletown,11020.00
Bio-Chi Institute of Massage Therapy,11019.00
Thomas University,10986.00
Southern University at New Orleans,10974.00
Kent State University at Ashtabula,10970.00
Emporia State University,10964.00
Ivy Tech Community College-Northeast,10964.00
Youngstown State University,10963.00
Central Baptist College,10953.00
Northern Michigan University,10952.00
Fitchburg State University,10929.00
Ben Franklin Career Center,10921.00
Utah Valley University,10917.00
Metro Business College-Arnold,10913.00
Park University,10909.00
Asheville-Buncombe Technical Community College,10909.00
Delta State University,10892.00
Northwest Florida State College,10892.00
Front Range Community College,10890.00
Hair Design Institute,10882.00
Southern Utah University,10874.00
Stanly Community College,10873.00
University of Akron Wayne College,10869.00
University of Massachusetts-Boston,10868.00
NorthWest Arkansas Community College,10857.00
Folsom Lake College,10839.00
Ivy Tech Community College-Kokomo,10836.00
Heritage Bible College,10832.00
Everest College-Springfield,10828.00
Ner Israel Rabbinical College,10819.00
Trinidad State Junior College,10819.00
Radford University,10813.00
Adams State College,10809.00
Wright Career College,10797.00
Eastern Idaho Technical College,10788.00
Mountain State University,10783.00
Moler-Pickens Beauty Academy,10778.00
Beis Medrash Heichal Dovid,10777.00
University of Wyoming,10776.00
The University of Virginia's College at Wise,10774.00
Miller-Motte Technical College-Lynchburg,10767.00
Bowling Green State University-Firelands,10763.00
Trine University-Regional/Non-Traditional Campuses,10760.00
Baker College of Port Huron,10755.00
The University of Texas at Tyler,10732.00
Concordia College Alabama,10715.00
Ivy Tech Community College-Richmond,10691.00
University of Central Oklahoma,10676.00
Rogers State University,10638.00
Santa Barbara City College,10632.00
Louisiana State University and Agricultural & Mechanical College,10629.00
Interactive College of Technology-Gainesville,10625.00
Moorpark College,10620.00
University of Alaska Fairbanks,10612.00
Huntington Junior College,10606.00
Baptist Bible College and Graduate School,10605.00
Arizona State University,10599.00
State College of Florida-Manatee-Sarasota,10599.00
Texas State Technical College-Marshall,10598.00
Yeshivas Novominsk,10590.00
Eastern Washington University,10587.00
SUNY College of Technology at Canton,10585.00
Southern Connecticut State University,10585.00
Yeshivath Zichron Moshe,10585.00
University of Wisconsin-Superior,10579.00
Minnesota State Community and Technical College,10578.00
Voorhees College,10567.00
Our Lady of the Lake University-San Antonio,10565.00
New Mexico State University-Main Campus,10559.00
Fort Hays State University,10549.00
University of Wisconsin-Oshkosh,10548.00
Ivy Tech Community College-Northcentral,10548.00
Alice Lloyd College,10546.00
Pace Institute,10527.00
ETI Technical College,10526.00
Armstrong Atlantic State University,10520.00
Texas A & M University-Galveston,10519.00
Ohio University-Eastern Campus,10498.00
Northeastern Junior College,10486.00
University of Hawaii at Manoa,10484.00
University of Wisconsin-Platteville,10483.00
Ivy Tech Community College-Lafayette,10479.00
Salish Kootenai College,10477.00
AIB College of Business,10470.00
Albany Technical College,10458.00
West Valley College,10458.00
SUNY Empire State College,10455.00
Montana State University-Billings,10454.00
Claflin University,10453.00
Gallaudet University,10449.00
Kent State University at Tuscarawas,10433.00
Interactive College of Technology-Chamblee,10432.00
Northwest Missouri State University,10426.00
Ventura College,10424.00
Florida International University,10415.00
University of North Florida,10413.00
San Francisco State University,10397.00
Holyoke Community College,10387.00
Missouri State University-West Plains,10381.00
Utah State University,10373.00
Ellsworth Community College,10373.00
University of Nebraska at Omaha,10370.00
National Conservatory of Dramatic Arts,10357.00
Metro Business College-Jefferson City,10356.00
Texas Tech University,10351.00
Grambling State University,10343.00
Indiana University-Bloomington,10324.00
Fortis College-Miami,10320.00
Mayfield College,10320.00
Kent State University at East Liverpool,10315.00
Saint Louis Christian College,10305.00
Austin Peay State University,10296.00
Wayne State University,10295.00
Midwestern Baptist Theological Seminary,10295.00
Kent State University at Salem,10282.00
West Texas A & M University,10282.00
Ivy Tech Community College-Northwest,10278.00
Maria College of Albany,10273.00
Southern University and A & M College,10272.00
University of New Mexico-Main Campus,10272.00
Northwest State Community College,10271.00
Connors State College,10260.00
Saint Paul College-A Community and Technical College,10259.00
Indian Hills Community College,10234.00
Mid-South Community College,10223.00
Norfolk State University,10221.00
Glenville State College,10215.00
Trocaire College,10210.00
Umpqua Community College,10209.00
Central Ohio Technical College,10208.00
Plaza College,10207.00
Ivy Tech Community College-Wabash Valley,10205.00
Ivy Tech Community College-Bloominton,10197.00
University of Wisconsin-Stevens Point,10177.00
Reading Area Community College,10172.00
Utica School of Commerce,10161.00
Rio Salado College,10156.00
Manchester Community College,10150.00
Ivy Tech Community College-East Central,10149.00
Shepherd University,10144.00
Ohlone Community College,10138.00
Michigan Jewish Institute,10136.00
Indiana University-Southeast,10128.00
Minnesota West Community and Technical College,10126.00
Lamar Community College,10125.00
Otero Junior College,10118.00
Pickens Technical College,10117.00
Cuesta College,10114.00
University of Memphis,10111.00
Ivy Tech Community College-Columbus,10100.00
Los Medanos College,10094.00
Hair Design Institute,10091.00
Hawkeye Community College,10089.00
Houston Community College,10084.00
Lassen Community College,10080.00
Pittsburg State University,10072.00
Our Lady of the Lake College,10066.00
The National Hispanic University,10066.00
Clayton  State University,10058.00
Ivy Tech Community College-Central Indiana,10052.00
University of Wisconsin-River Falls,10049.00
Ivy Tech Community College-Southwest,10043.00
Dallas Christian College,10036.00
Contra Costa College,10033.00
University of South Carolina-Lancaster,10032.00
Jefferson Lewis BOCES-Practical Nursing Program,10014.00
Onondaga Community College,10009.00
Central Piedmont Community College,10004.00
Alcorn State University,9987.00
University of Arkansas,9987.00
Southeast Missouri State University,9986.00
Morgan Community College,9977.00
Calumet College of Saint Joseph,9970.00
New Mexico Highlands University,9969.00
Jackson State Community College,9959.00
Northwest Iowa Community College,9951.00
Gwinnett Technical College,9950.00
Valley City State University,9947.00
University of Nevada-Las Vegas,9943.00
Colorado Northwestern Community College,9936.00
Missouri Western State University,9927.00
Mesalands Community College,9922.00
Oakbridge Academy of Arts,9917.00
University of Maine at Presque Isle,9915.00
Rappahannock Community College,9901.00
Wayland Baptist University,9898.00
Ivy Tech Community College-South Central,9898.00
Metro Business College-Cape Girardeau,9898.00
Williams Baptist College,9893.00
Ellis School of Nursing,9893.00
Central Lakes College-Brainerd,9872.00
University of South Carolina-Aiken,9863.00
Forrest College,9858.00
University of North Carolina at Wilmington,9855.00
Gaston College,9852.00
Inter American University of Puerto Rico-Arecibo,9848.00
North Carolina State University at Raleigh,9847.00
Jamestown Business College,9834.00
Fortis Institute-Pensacola,9827.00
Pellissippi State Community College,9822.00
Fashion Institute of Technology,9818.00
Florida Agricultural and Mechanical University,9816.00
Troy University,9813.00
Allegany College of Maryland,9793.00
Mayland Community College,9788.00
University of South Carolina-Union,9781.00
Touro College,9771.00
Seminole State College,9762.00
University of Alaska Anchorage,9755.00
Pueblo Community College,9751.00
Colorado State University-Pueblo,9749.00
Gods Bible School and College,9743.00
Christian Brothers University,9735.00
Robeson Community College,9735.00
Nebraska College of Technical Agriculture,9731.00
Langston University,9720.00
University of Georgia,9693.00
Pennsylvania Institute of Technology,9693.00
Ohio University-Chillicothe Campus,9680.00
Evans Hairstyling College-Rexburg,9667.00
Yeshiva Shaar Hatorah,9666.00
Diablo Valley College,9666.00
Auburn University at Montgomery,9664.00
University of Wisconsin-Whitewater,9663.00
Central Carolina Community College,9660.00
The University of West Florida,9652.00
Barstow Community College,9652.00
University of North Texas,9639.00
Haywood Community College,9628.00
Feather River Community College District,9620.00
Miami Dade College,9614.00
Hudson Valley Community College,9607.00
Rutgers University-Camden,9588.00
Mesivta Torah Vodaath Rabbinical Seminary,9580.00
Rabbi Jacob Joseph School,9579.00
Riverland Community College,9579.00
University of South Carolina-Sumter,9571.00
The University of Texas at Arlington,9570.00
Jackson State University,9540.00
Mission College,9537.00
Atlantic Cape Community College,9526.00
Bramson ORT College,9526.00
East Carolina University,9514.00
Itasca Community College,9501.00
Indiana University-South Bend,9491.00
Community College of Denver,9482.00
Kirkwood Community College,9482.00
Ohio University-Lancaster Campus,9480.00
Des Moines Area Community College,9479.00
College of the Ozarks,9476.00
Northeast Iowa Community College-Calmar,9452.00
Santa Fe Community College,9447.00
George C Wallace State Community College-Selma,9443.00
Montana Tech-College of Technology,9440.00
Howard Community College,9436.00
Baptist University of the Americas,9426.00
University of West Georgia,9414.00
Hartnell College,9389.00
Central New Mexico Community College,9385.00
Murray State University,9381.00
Southeast Technical Institute,9377.00
Quinsigamond Community College,9372.00
North Dakota State College of Science,9365.00
Los Angeles Harbor College,9364.00
Berkeley City College,9362.00
Ohio University-Southern Campus,9360.00
California State University-Northridge,9339.00
Spoon River College,9339.00
Metro Business College-Rolla,9339.00
Ivy Tech Community College-Southeast,9329.00
Vermilion Community College,9323.00
Oxnard College,9314.00
Alabama State University,9294.00
Stone Child College,9287.00
University of Montana-Helena College of Technology,9286.00
EDP School of Computer Programming,9249.00
West Liberty University,9246.00
Southwestern Oklahoma State University,9244.00
Texas A & M University-Corpus Christi,9242.00
Coconino Community College,9240.00
North Central Kansas Technical College,9239.00
Talmudical Yeshiva of Philadelphia,9213.00
Crowley's Ridge College,9207.00
University of Central Arkansas,9200.00
American University of Puerto Rico,9199.00
Wright State University-Lake Campus,9193.00
Johnson County Community College,9189.00
Peru State College,9188.00
Texas Southern University,9186.00
Mississippi Valley State University,9180.00
Brigham Young University-Idaho,9180.00
John D Rockefeller IV Career Center,9179.00
Graham Hospital School of Nursing,9168.00
American University of Puerto Rico,9166.00
University of Washington-Tacoma Campus,9162.00
Davidson County Community College,9159.00
College of the Siskiyous,9133.00
University of North Carolina at Asheville,9131.00
The University of Texas at San Antonio,9130.00
Rose State College,9130.00
Western Carolina University,9128.00
Chadron State College,9125.00
Georgia Southwestern State University,9120.00
Northwest Technical College,9119.00
Yeshiva Toras Chaim,9117.00
SUNY College at Buffalo,9107.00
Fortis College-Mobile,9098.00
Lane College,9091.00
Trend Setters' Academy of Beauty Culture,9091.00
Kentucky State University,9085.00
Granite State College,9076.00
Marshalltown Community College,9062.00
University of North Carolina School of the Arts,9053.00
Texas A & M University-Commerce,9047.00
New Mexico Institute of Mining and Technology,9044.00
University of North Carolina at Charlotte,9044.00
Atlanta Metropolitan College,9037.00
Crafton Hills College,9037.00
Escuela Hotelera de San Juan,9036.00
University of Wisconsin-Green Bay,9033.00
San Joaquin Delta College,9030.00
Word of Life Bible Institute,9027.00
University of the Virgin Islands,9026.00
Yeshivah Gedolah Rabbinical College,9017.00
Webb Institute,9012.00
Western New Mexico University,9009.00
Southwestern Indian Polytechnic Institute,9007.00
University of Michigan-Flint,9001.00
Mesivta of Eastern Parkway-Yeshiva Zichron Meilech,9001.00
Morehead State University,8989.00
The Baptist College of Florida,8982.00
Newport Business Institute-Lower Burrell,8970.00
Albany State University,8955.00
College of Marin,8953.00
Laney College,8951.00
New Mexico Junior College,8946.00
Alamance Community College,8932.00
Sierra College,8927.00
Institute of American Indian and Alaska Native Culture,8919.00
GateWay Community College,8915.00
Harris-Stowe State University,8889.00
EDP College of Puerto Rico Inc-San Sebastian,8885.00
James A Rhodes State College,8876.00
North American College,8870.00
Moraine Park Technical College,8869.00
SUNY College at Old Westbury,8867.00
Wayne State College,8864.00
University of Alaska Southeast,8850.00
Rabbinical College Beth Shraga,8850.00
University of New Mexico-Taos Campus,8850.00
Dickinson State University,8846.00
Eastern New Mexico University-Main Campus,8840.00
Texas State University-San Marcos,8838.00
Capital Area Technical College-Baton Rouge Campus,8837.00
College of the Mainland,8820.00
Cosumnes River College,8818.00
Blue Mountain Community College,8815.00
Los Angeles Mission College,8805.00
Iowa Lakes Community College,8798.00
North Georgia College & State University,8797.00
Heritage Christian University,8793.00
El Camino College-Compton Center,8792.00
Middle Tennessee State University,8783.00
Eastern Iowa Community College District,8783.00
American Public University System,8782.00
Monterey Peninsula College,8782.00
Chaffey College,8777.00
University of Utah,8773.00
Vincennes University,8765.00
Inter American University of Puerto Rico-Aguadilla,8762.00
Columbus State University,8761.00
City Colleges of Chicago-Kennedy-King College,8756.00
West Virginia University at Parkersburg,8749.00
California State University-East Bay,8742.00
Kent State University at Geauga,8742.00
College of Central Florida,8741.00
University of Washington-Seattle Campus,8739.00
Iowa Western Community College,8738.00
Mendocino College,8737.00
Shawnee Community College,8729.00
Apex School of Theology,8718.00
Santa Rosa Junior College,8711.00
Appalachian State University,8710.00
Cerro Coso Community College,8709.00
Evergreen Valley College,8705.00
University of Illinois at Chicago,8697.00
Pittsburgh's Ohio Valley Hospital School of Nursing,8695.00
Texas State Technical College-West Texas,8678.00
Tri-County Technical College,8674.00
Texas A & M University-Kingsville,8672.00
Valencia College,8672.00
Pulaski Technical College,8669.00
Mesa Community College,8661.00
Southern Polytechnic State University,8654.00
Richard Bland College of the College of William and Mary,8627.00
California State University-Monterey Bay,8620.00
Ohio University-Zanesville Campus,8611.00
Central Louisiana Technical College-Alexandria Campus,8610.00
Rabbinical Academy Mesivta Rabbi Chaim Berlin,8603.00
Springfield Technical Community College,8588.00
Ridgewater College,8587.00
Telshe Yeshiva-Chicago,8585.00
Prairie View A & M University,8582.00
University of Maine at Machias,8579.00
Moultrie Technical College,8577.00
California State University-Sacramento,8573.00
Dyersburg State Community College,8561.00
Finger Lakes Community College,8560.00
Traviss Career Center,8560.00
National Park Community College,8554.00
Little Big Horn College,8553.00
Georgia Piedmont Technical College,8551.00
Cabrillo College,8545.00
Northland Community and Technical College,8537.00
Georgia Gwinnett College,8530.00
University of Houston-Victoria,8528.00
San Diego State University,8527.00
Arizona Western College,8518.00
Yeshiva Derech Chaim,8517.00
Kent State University at Stark,8513.00
California State University-San Marcos,8502.00
Baton Rouge Community College,8502.00
Aims Community College,8491.00
Olean Business Institute,8484.00
Meridian Community College,8479.00
Chandler/Gilbert Community College,8467.00
Central State University,8463.00
Georgia Institute of Technology-Main Campus,8445.00
College of Court Reporting Inc,8440.00
Yeshiva Gedolah Imrei Yosef D'spinka,8439.00
Harrisburg Area Community College-Harrisburg,8435.00
Arapahoe Community College,8434.00
Johnston Community College,8432.00
Willoughby-Eastlake School of Practical Nursing,8432.00
Greenville Technical College,8428.00
Inter American University of Puerto Rico-Guayama,8425.00
Coastal Carolina Community College,8421.00
Scottsdale Community College,8417.00
Eastern Maine Community College,8415.00
Hocking College,8402.00
Cape Fear Community College,8400.00
University of Arkansas at Monticello,8397.00
Miller-Motte Technical College-Columbus,8391.00
Kanawha Valley Community and Technical College,8388.00
Lake Area Technical Institute,8388.00
Solano Community College,8388.00
Missouri Southern State University,8386.00
Yeshiva Gedolah of Greater Detroit,8383.00
Mitchell Technical Institute,8382.00
Columbia Gorge Community College,8368.00
Belmont Technical College,8367.00
Southern Maine Community College,8357.00
Fort Belknap College,8351.00
Erie Business Center-Erie,8351.00
Rogue Community College,8346.00
West Virginia University,8344.00
McDowell Technical Community College,8339.00
Indiana University-Kokomo,8337.00
York County Community College,8337.00
Jefferson State Community College,8326.00
East Los Angeles College,8324.00
Truckee Meadows Community College,8312.00
Savannah State University,8308.00
Laurel Technical Institute,8303.00
Dine College,8297.00
Purdue University-North Central Campus,8297.00
Southwestern Community College,8294.00
Pacific Islands University,8291.00
Dodge City Community College,8290.00
Purdue University-Calumet Campus,8284.00
University of the West,8279.00
Talmudical Seminary of Bobov,8278.00
Rhode Island College,8274.00
University of South Alabama,8268.00
Metropolitan State College of Denver,8250.00
Caribbean Forensic and Technical College,8249.00
Lincoln University,8243.00
Chemeketa Community College,8241.00
New Jersey City University,8237.00
Amridge University,8234.00
Copper Mountain Community College,8233.00
Alaska Bible College,8227.00
Clatsop Community College,8226.00
Sowela Technical Community College,8221.00
University of Houston-Downtown,8218.00
Cape Cod Community College,8217.00
College of the Desert,8215.00
Tougaloo College,8212.00
Panola College,8209.00
Dakota College at Bottineau,8206.00
Montcalm Community College,8203.00
Mitchell Community College,8200.00
Hinds Community College,8182.00
Trinity Baptist College,8169.00
Augusta State University,8154.00
Sampson Community College,8125.00
Weber State University,8111.00
Pierpont Community and Technical College,8104.00
University of North Alabama,8102.00
Delaware County Community College,8094.00
South Mountain Community College,8089.00
Zane State College,8089.00
Lamar Institute of Technology,8088.00
Sandhills Community College,8087.00
University of Hawaii at Hilo,8079.00
Wichita State University,8079.00
Palo Verde College,8076.00
Iowa Central Community College,8071.00
Central Oregon Community College,8069.00
Chatfield College,8062.00
Flathead Valley Community College,8061.00
Indiana University-East,8051.00
College of Southern Maryland,8044.00
Illinois CareerPath Institute,8044.00
Capital Community College,8039.00
Roane State Community College,8036.00
Fairmont State University,8035.00
Sh'or Yoshuv Rabbinical College,8033.00
Milwaukee Area Technical College,8033.00
Southeastern Oklahoma State University,7992.00
Arkansas State University-Main Campus,7991.00
Portland Community College,7989.00
Henderson State University,7986.00
Blackfeet Community College,7986.00
Lamar State College-Port Arthur,7985.00
Sul Ross State University,7984.00
Yeshivath Beth Moshe,7981.00
Hill College,7972.00
Los Angeles Pierce College,7970.00
Bismarck State College,7959.00
University of Arkansas at Pine Bluff,7959.00
Saint Augustine College,7958.00
Louisiana Tech University,7955.00
Murray State College,7954.00
Sage College,7944.00
Northwestern State University of Louisiana,7939.00
York County School of Technology Practical Nursing,7933.00
Chabot College,7928.00
University of Michigan-Dearborn,7918.00
Mesivtha Tifereth Jerusalem of America,7912.00
Midwestern State University,7907.00
Phoenix College,7898.00
St Cloud Technical and Community College,7890.00
Williamsburg Technical College,7889.00
Waukesha County Technical College,7887.00
West Los Angeles College,7880.00
Texas Woman's University,7868.00
Yeshiva Ohr Elchonon Chabad West Coast Talmudical Seminary,7844.00
Inter American University of Puerto Rico-Ponce,7841.00
Columbia Southern University,7838.00
Northern Kentucky University,7834.00
University of New Orleans,7833.00
Kennebec Valley Community College,7833.00
Wor-Wic Community College,7828.00
Marshall University,7822.00
Blue Ridge Community and Technical College,7813.00
Northern Maine Community College,7812.00
Mountwest Community and Technical College,7806.00
Linn State Technical College,7800.00
University of Louisiana-Monroe,7795.00
Alabama A & M University,7792.00
Navarro College,7784.00
Rabbinical Seminary of America,7777.00
The University of Tennessee-Martin,7773.00
Universidad Adventista de las Antillas,7763.00
Victor Valley College,7761.00
Tompkins Cortland Community College,7753.00
Lane Community College,7752.00
Texas State Technical College Harlingen,7749.00
Potomac State College of West Virginia University,7746.00
Colby Community College,7746.00
Northeast Wisconsin Technical College,7744.00
Rend Lake College,7740.00
Southern Arkansas University Tech,7738.00
Barton County Community College,7737.00
Sam Houston State University,7736.00
Manchester Community College,7734.00
Uta Mesivta of Kiryas Joel,7731.00
Marion Technical College,7727.00
Chippewa Valley Technical College,7718.00
L E Fletcher Technical Community College,7701.00
University of Arkansas Community College-Batesville,7696.00
Hibbing Community College-A Technical and Community College,7690.00
Los Angeles Valley College,7689.00
Bucks County Community College,7686.00
Motlow State Community College,7686.00
West Virginia University Institute of Technology,7681.00
Berkshire Community College,7680.00
Shasta College,7675.00
Hutchinson Community College,7664.00
Glendale Community College,7649.00
Lake Michigan College,7626.00
Prince William Sound Community College,7617.00
Gordon College,7610.00
Universidad Metropolitana,7592.00
Bossier Parish Community College,7589.00
Wisconsin Indianhead Technical College,7575.00
Elgin Community College,7573.00
Kussad Institute of Court Reporting,7569.00
Arkansas Tech University,7564.00
Santa Fe College,7554.00
Modesto Junior College,7554.00
Snow College,7554.00
SUNY Westchester Community College,7541.00
Paradise Valley Community College,7540.00
South Arkansas Community College,7538.00
ICPR Junior College-Mayaguez,7538.00
The University of Texas at Dallas,7535.00
Eastern Wyoming College,7533.00
Sullivan County Community College,7530.00
Rockland Community College,7529.00
Southeast Arkansas College,7527.00
Universidad Del Este,7523.00
Central Maine Community College,7522.00
Edison State College,7519.00
Nevada State College,7513.00
College of Menominee Nation,7507.00
Chattanooga State Community College,7505.00
Northcentral Technical College,7489.00
Saint Louis Community College,7489.00
York Technical College,7488.00
Kankakee Community College,7485.00
Bevill State Community College,7482.00
Lake Region State College,7460.00
San Bernardino Valley College,7459.00
Mt Hood Community College,7458.00
Bluegrass Community and Technical College,7449.00
United Talmudical Seminary,7446.00
Yeshivat Mikdash Melech,7445.00
Southeastern Louisiana University,7440.00
Carolina Christian College,7429.00
Camden County College,7424.00
Nicolet Area Technical College,7420.00
Universidad Del Turabo,7419.00
Moreno Valley College,7412.00
Shelton State Community College,7405.00
Victoria College,7401.00
City Colleges of Chicago-Malcolm X College,7400.00
Abraham Baldwin Agricultural College,7399.00
Southern University at Shreveport,7395.00
Estrella Mountain Community College,7377.00
University of North Carolina at Greensboro,7375.00
Herkimer County Community College,7361.00
Broward College,7356.00
Fulton-Montgomery Community College,7351.00
Pierce College at Puyallup,7351.00
Metropolitan Community College Area,7345.00
Treasure Valley Community College,7345.00
Klamath Community College,7343.00
Sacramento City College,7342.00
Lakeshore Technical College,7336.00
North Shore Community College,7325.00
Alvin Community College,7316.00
Riverside City College,7316.00
Rainy River Community College,7314.00
College of Alameda,7312.00
University of North Carolina at Pembroke,7311.00
Western Technical College,7308.00
University of Arkansas Community College-Hope,7303.00
Germanna Community College,7297.00
Oklahoma City Community College,7297.00
Mid-America College of Funeral Service,7296.00
Mt. San Jacinto Community College District,7293.00
University of New Mexico-Los Alamos Campus,7293.00
University of Maine at Augusta,7289.00
Sisseton Wahpeton College,7284.00
Bowling Green Technical College,7264.00
Coppin State University,7262.00
Yeshiva of the Telshe Alumni,7250.00
Hudson County Community College,7250.00
Taft College,7248.00
ICPR Junior College-General Institutional,7242.00
Orangeburg Calhoun Technical College,7235.00
Black River Technical College,7231.00
Southwestern Oregon Community College,7226.00
Wake Technical Community College,7223.00
East Central University,7221.00
Beaufort County Community College,7220.00
Humacao Community College,7215.00
Lincoln Land Community College,7215.00
Cameron University,7208.00
Cankdeska Cikana Community College,7206.00
Cumberland County College,7202.00
Passaic County Community College,7193.00
Gainesville State College,7183.00
City Colleges of Chicago-Olive-Harvey College,7181.00
Northern Virginia Community College,7178.00
White Earth Tribal and Community College,7177.00
Hawaii Community College,7172.00
EDP College of Puerto Rico Inc-San Juan,7171.00
Foothill College,7168.00
Northeast State Community College,7167.00
Southside Virginia Community College,7161.00
ICPR Junior College-Arecibo,7158.00
Seminole State College of Florida,7156.00
Northland Pioneer College,7144.00
Craven Community College,7141.00
Northeast Louisiana Technical College,7139.00
Great Basin College,7136.00
University of Arkansas at Little Rock,7134.00
Rabbinical Seminary M'kor Chaim,7131.00
Sauk Valley Community College,7117.00
Montgomery County Community College-Central Campus,7112.00
Surry Community College,7112.00
American River College,7096.00
Henderson Community College,7083.00
Scotland Educational Institute,7079.00
Isothermal Community College,7076.00
Arkansas Northeastern College,7075.00
Gateway Technical College,7075.00
Mississippi University for Women,7072.00
Jones College-Jacksonville,7071.00
Tillamook Bay Community College,7068.00
Massasoit Community College,7066.00
St Petersburg College,7062.00
Gogebic Community College,7061.00
San Diego Miramar College,7057.00
Louisiana State University-Alexandria,7054.00
Gateway Community and Technical College,7054.00
Bellevue University,7047.00
Windward Community College,7047.00
Western Pennsylvania Hospital School of Nursing,7044.00
Eastern Arizona College,7039.00
Warren County Community College,7035.00
Itawamba Community College,7032.00
Williston State College,7020.00
Clovis Community College,7019.00
Palomar College,7014.00
North Idaho College,7012.00
The College of Saint Thomas More,6992.00
Bunker Hill Community College,6985.00
Western Nevada College,6975.00
Jefferson Community and Technical College,6974.00
Linn-Benton Community College,6968.00
Mid-State Technical College,6961.00
Southwestern Michigan College,6958.00
University of Wisconsin Colleges,6951.00
Highline Community College,6945.00
Ozarka College,6918.00
Ocean County College,6914.00
San Diego Mesa College,6913.00
Edmonds Community College,6907.00
Monongalia County Technical Education Center,6898.00
Mesabi Range Community and Technical College,6895.00
Western Texas College,6894.00
CUNY Hunter College,6893.00
Los Angeles Trade Technical College,6893.00
Austin Community College District,6884.00
Montana State University-Great Falls College of Technology,6872.00
Mohawk Valley Community College-Utica Branch,6867.00
Butte College,6860.00
Antelope Valley College,6858.00
Denmark Technical College,6857.00
Southwest Wisconsin Technical College,6855.00
Northwest Indian College,6853.00
Skagit Valley College,6853.00
John Dewey College-Carolina Campus,6844.00
Owens Community College,6842.00
Jamestown Community College,6839.00
University of Puerto Rico-Ponce,6831.00
Southern Arkansas University Main Campus,6828.00
Golden West College,6814.00
University of Connecticut-Stamford,6812.00
Rust College,6808.00
California State Polytechnic University-Pomona,6789.00
Northwest Louisiana Technical College,6788.00
Salt Lake Community College,6785.00
Central Carolina Technical College,6777.00
Wichita Area Technical College,6774.00
Terra State Community College,6773.00
Daytona State College,6765.00
Green River Community College,6757.00
Piedmont Technical College,6757.00
John Wood Community College,6748.00
Union County College,6747.00
Escuela Tecnica de Electricidad,6746.00
San Diego City College,6741.00
Hellenic College-Holy Cross Greek Orthodox School of Theology,6738.00
Burlington County College,6735.00
Bellingham Technical College,6728.00
Shoreline Community College,6718.00
Cowley County Community College,6700.00
Utah State University-College of Eastern Utah,6686.00
McNeese State University,6685.00
Dawson Community College,6683.00
North Carolina Central University,6682.00
Northeast Mississippi Community College,6678.00
Fort Berthold Community College,6675.00
Inter American University of Puerto Rico-Barranquitas,6675.00
Northwest Technical Institute,6675.00
University of Hawaii Maui College,6674.00
Edison State Community College,6669.00
Pierce College at Fort Steilacoom,6662.00
Northwestern Michigan College,6660.00
John Dewey College,6659.00
Louisiana State University-Shreveport,6658.00
Western Oklahoma State College,6658.00
Blinn College,6656.00
University of Washington-Bothell Campus,6652.00
North Iowa Area Community College,6646.00
Rabbinical College Telshe,6643.00
Mount Wachusett Community College,6643.00
Pratt Community College,6643.00
West Virginia State University,6632.00
Tennessee State University,6624.00
Northeastern Technical College,6621.00
Machzikei Hadath Rabbinical College,6616.00
Sheridan College,6610.00
American Educational College,6610.00
Norwalk Community College,6606.00
Neosho County Community College,6601.00
John Dewey College,6599.00
John Dewey College-Juana Diaz Branch,6592.00
Columbia Basin College,6588.00
Blue Ridge Community College,6585.00
Sussex County Community College,6572.00
Owensboro Community and Technical College,6566.00
South Georgia College,6554.00
John Dewey College_Arroyo Branch,6554.00
